Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing City,Billing Province,Billing Country,Shipping City,Shipping Province,Shipping Country,Notes,Note Attributes,Cancelled at,Payment Method,Refunded Amount,Vendor,Risk Level,Source,Duties,Billing Province Name,Shipping Province Name
#2944,partially_refunded,20/05/2023 12:05,fulfilled,24/05/2023 11:30,no,CAD,,0,Express,20/05/2023 12:05,1,Rieker - 413J2-12- Multi - 37 / MULTI,413J2.12 -0-0-0,true,true,fulfilled,Montreal,QC,CA,Montreal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,137.97,RIEKER,Low,web,,Quebec,Quebec
#2943,paid,20/05/2023 11:45,fulfilled,24/05/2023 10:33,no,CAD,,0,Standard,20/05/2023 11:45,1,Rieker - 659C7-80- Blanc - 36 / BLANC,659C7.80 -0-0-0,true,true,fulfilled,L'Assomption,QC,CA,L'Assomption,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2942,paid,20/05/2023 11:42,fulfilled,24/05/2023 10:34,yes,CAD,,0,Standard,20/05/2023 11:42,1,Rieker - 68176-00- Multi - 40 / MULTI,68176.00 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2941,paid,20/05/2023 10:42,fulfilled,24/05/2023 10:35,yes,CAD,,0,Standard,20/05/2023 10:42,1,Rieker - V58P8-14- Marine - 41 / MARINE,V58P8.14 -0-0-0,true,true,fulfilled,Notre-Dame-des-Prairies,QC,CA,Notre-Dame-des-Prairies,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2940,refunded,20/05/2023 10:04,fulfilled,24/05/2023 11:28,yes,CAD,,0,Standard,20/05/2023 10:04,1,Rieker - L9365-14- Bleu - 37 / BLEU,L9365.14 -0-0-0,true,true,fulfilled,Saint-Sauveur,QC,CA,Saint-Sauveur,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,137.97,RIEKER,Low,web,,Quebec,Quebec
#2939,paid,20/05/2023 08:22,fulfilled,24/05/2023 10:40,yes,CAD,,0,Standard,20/05/2023 08:22,1,Rieker - N4276-80- Multi - 41 / MULTI,N4276.80 -0-0-0,true,true,fulfilled,Sherbrooke,QC,CA,Sherbrooke,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2938,paid,20/05/2023 07:05,fulfilled,24/05/2023 10:40,yes,CAD,,0,Standard,20/05/2023 07:05,1,Remonte - D0N52-52- Vert - 39 / VERT,D0N52.52 -0-0-0,true,true,fulfilled,Lorraine,QC,CA,Lorraine,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2937,paid,19/05/2023 22:39,fulfilled,24/05/2023 10:41,yes,CAD,,0,Standard,19/05/2023 22:39,1,Remonte - R6853-92- Multi - 40 / MULTI,R6853.92 -0-0-0,true,true,fulfilled,sherbrooke,QC,CA,sherbrooke,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2936,refunded,19/05/2023 22:25,fulfilled,24/05/2023 11:29,yes,CAD,,0,Standard,19/05/2023 22:25,1,Remonte - D7664-01- Noir - 40 / NOIR,D7664.01 -0-0-0,true,true,fulfilled,Saint-Urbain-Premier,QC,CA,Saint-Urbain-Premier,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,143.72,RIEKER,Low,web,,Quebec,Quebec
#2935,paid,19/05/2023 19:59,fulfilled,24/05/2023 10:45,yes,CAD,,0,Standard,19/05/2023 19:59,1,Rieker - 46336-12- Bleu - 39 / BLEU,46336.12 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2934,paid,19/05/2023 19:33,fulfilled,24/05/2023 11:29,no,CAD,,0,Standard,19/05/2023 19:33,1,Remonte - D0Q52-00- Noir - 38 / NOIR,D0Q52.00 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2933,paid,19/05/2023 19:10,fulfilled,24/05/2023 11:30,no,CAD,,0,Standard,19/05/2023 19:10,1,Rieker - N1112-80- Multi - 37 / MULTI,N1112.80 -0-0-0,true,true,fulfilled,Vaudreuil-Dorion,QC,CA,Vaudreuil-Dorion,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2932,paid,19/05/2023 14:37,fulfilled,24/05/2023 10:45,yes,CAD,,0,Standard,19/05/2023 14:37,1,Rieker - 03058-14- Bleu - 41 / BLEU,03058.14 -0-0-0,true,true,fulfilled,Saint-Agapit,QC,CA,Saint-Agapit,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2931,paid,19/05/2023 12:45,fulfilled,24/05/2023 11:16,no,CAD,,0,Standard,19/05/2023 12:45,1,Remonte - D0917-10- Bleu - 41 / BLEU,D0917.10 -0-0-0,true,true,fulfilled,Roberval,QC,CA,Roberval,QC,CA,ouvrir la porte avant et laisser le colis dans le corridor,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2930,paid,18/05/2023 21:37,fulfilled,19/05/2023 17:17,yes,CAD,,0,Standard,18/05/2023 21:37,1,Rieker - 46335-00- Noir - 37 / NOIR,46335.00 -0-0-0,true,true,fulfilled,Shefford,QC,CA,Shefford,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2929,paid,18/05/2023 17:22,fulfilled,19/05/2023 17:20,yes,CAD,,0,Standard,18/05/2023 17:22,1,Remonte - R7600-90- Or - 38 / OR,R7600.90 -0-0-0,true,true,fulfilled,Mirabel,QC,CA,Mirabel,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2928,paid,18/05/2023 16:17,fulfilled,19/05/2023 17:24,yes,CAD,,0,Standard,18/05/2023 16:17,1,Remonte - R7578-90- Multi - 37 / MULTI,R7578.90 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2927,paid,18/05/2023 15:47,fulfilled,19/05/2023 17:22,no,CAD,,0,Standard,18/05/2023 15:47,1,Remonte - D6456-80- Blanc - 39 / BLANC,D6456.80 -0-0-0,true,true,fulfilled,Laval,QC,CA,Laval,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2926,paid,18/05/2023 09:34,fulfilled,19/05/2023 10:38,yes,CAD,,0,Standard,18/05/2023 09:34,1,Remonte - D0N52-52- Vert - 37 / VERT,D0N52.52 -0-0-0,true,true,fulfilled,Boucherville,QC,CA,Boucherville,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2925,paid,18/05/2023 07:46,fulfilled,19/05/2023 17:25,yes,CAD,,0,Standard,18/05/2023 07:46,1,Remonte - R1402-94- Multi - 40 / MULTI,R1402.94 -0-0-0,true,true,fulfilled,Mont-Laurier,QC,CA,Mont-Laurier,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2924,paid,17/05/2023 21:04,fulfilled,19/05/2023 10:37,yes,CAD,,0,Standard,17/05/2023 21:04,1,Remonte - D0J01-80- Multi - 38 / MULTI,D0J01.80 -0-0-0,true,true,fulfilled,Dolbeau,QC,CA,Dolbeau,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2923,paid,17/05/2023 20:22,fulfilled,19/05/2023 17:27,yes,CAD,,0,Standard,17/05/2023 20:22,1,Remonte - R1402-06- Noir - 41 / NOIR,R1402.06 -0-0-0,true,true,fulfilled,Drummondville,QC,CA,Drummondville,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2923,,,,,,,,,,17/05/2023 20:22,1,Remonte - R6255-34- Rouge - 41 / ROUGE,R6255.34 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2923,,,,,,,,,,17/05/2023 20:22,1,Remonte - R0705-35- Bordeau - 41 / BORDEAU,R0705.35 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2923,,,,,,,,,,17/05/2023 20:22,1,Rieker - 624B4-00- Noir - 41 / NOIR,624B4.00 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2922,paid,17/05/2023 17:37,fulfilled,19/05/2023 10:34,yes,CAD,,0,Standard,17/05/2023 17:37,1,Remonte - D5821-12- Bleu - 38 / BLEU,D5821.12 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2921,paid,17/05/2023 15:33,fulfilled,19/05/2023 10:35,yes,CAD,,0,Standard,17/05/2023 15:33,1,Rieker - N5952-10- Bleu - 39 / BLEU,N5952.10 -0-0-0,true,true,fulfilled,Blainville,QC,CA,Blainville,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2920,paid,17/05/2023 13:37,fulfilled,19/05/2023 11:02,no,CAD,,0,Standard,17/05/2023 13:37,1,Remonte - D0N52-24- Brun - 38 / BRUN,D0N52.24 -0-0-0,true,true,fulfilled,Repentigny,QC,CA,Repentigny,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2919,paid,17/05/2023 08:50,fulfilled,26/05/2023 12:11,yes,CAD,,0,Pick up,17/05/2023 08:50,1,Rieker - 17376-25- Tan - 41 / TAN,17376.25 -0-0-0,true,true,fulfilled,Mont-Royal,QC,CA,,,,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#2918,paid,16/05/2023 18:19,fulfilled,19/05/2023 17:21,yes,CAD,,0,Standard,16/05/2023 18:19,1,Remonte - D3056-01- Noir - 39 / NOIR,D3056.01 -0-0-0,true,true,fulfilled,Blainville,QC,CA,Blainville,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2917,paid,16/05/2023 12:42,fulfilled,19/05/2023 11:03,yes,CAD,,0,Standard,16/05/2023 12:42,1,Remonte - R3406-81- Blanc - 36 / BLANC,R3406.81 -0-0-0,true,true,fulfilled,Granby,QC,CA,Granby,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2916,paid,15/05/2023 20:17,fulfilled,17/05/2023 17:07,yes,CAD,,0,Express,15/05/2023 20:17,1,Rieker - L1752-00- Noir - 39 / NOIR,L1752.00 -0-0-0,true,true,fulfilled,Châteauguay,QC,CA,Châteauguay,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2915,paid,15/05/2023 19:25,fulfilled,17/05/2023 17:07,yes,CAD,,0,Express,15/05/2023 19:25,1,Remonte - R6851-90- Multi - 41 / MULTI,R6851.90 -0-0-0,true,true,fulfilled,Winnipeg,MB,CA,Winnipeg,MB,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Manitoba,Manitoba
#2914,paid,15/05/2023 15:07,fulfilled,24/05/2023 11:49,yes,CAD,,0,Standard,15/05/2023 15:07,1,Rieker - 79643-45- Gris - 41 / GRIS,79643.45 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2914,,,,,,,,,,15/05/2023 15:07,1,Rieker - 608B9-45- Gris - 40 / GRIS,608B9.45 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2913,paid,15/05/2023 14:39,fulfilled,19/05/2023 11:04,yes,CAD,,0,Standard,15/05/2023 14:39,1,Rieker - 68872-13- Multi - 39 / MULTI,68872.13 -0-0-0,true,true,fulfilled,La Pêche,QC,CA,La Pêche,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2912,paid,14/05/2023 22:18,fulfilled,23/05/2023 10:42,yes,CAD,,0,Standard,14/05/2023 22:18,1,Rieker - 413G4-14- Bleu - 38 / BLEU,413G4.14 -0-0-0,true,true,fulfilled,St -Leonard,QC,CA,St -Leonard,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Medium,web,,Quebec,Quebec
#2911,paid,14/05/2023 14:40,fulfilled,14/05/2023 14:45,yes,CAD,,0,Pick up,14/05/2023 14:40,1,Rieker - L9365-14- Bleu - 36 / BLEU,L9365.14 -0-0-0,true,true,fulfilled,Montréal,QC,CA,,,,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#2910,paid,14/05/2023 11:05,fulfilled,17/05/2023 17:08,yes,CAD,,0,Standard,14/05/2023 11:05,1,Remonte - R1428-10- Bleu - 41 / BLEU,R1428.10 -0-0-0,true,true,fulfilled,Rimouski,QC,CA,Rimouski,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2909,paid,14/05/2023 10:47,fulfilled,17/05/2023 17:10,yes,CAD,,0,Standard,14/05/2023 10:47,1,Remonte - R1402-11- Bleu - 40 / BLEU,R1402.11 -0-0-0,true,true,fulfilled,st-zénon,QC,CA,st-zénon,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2908,paid,14/05/2023 10:01,fulfilled,19/05/2023 10:53,no,CAD,,0,Standard,14/05/2023 10:01,1,Remonte - R2544-10- Bleu - 38 / BLEU,R2544.10 -0-0-0,true,true,fulfilled,Grande Vallée,QC,CA,Mont-Louis,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2908,,,,,,,,,,14/05/2023 10:01,1,Rieker - 413G4-14- Bleu - 38 / BLEU,413G4.14 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2907,paid,14/05/2023 09:08,fulfilled,17/05/2023 17:10,yes,CAD,,0,Standard,14/05/2023 09:08,1,Remonte - D0917-10- Bleu - 37 / BLEU,D0917.10 -0-0-0,true,true,fulfilled,Salaberry-de-Valleyfield,QC,CA,Salaberry-de-Valleyfield,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2906,paid,13/05/2023 23:50,fulfilled,17/05/2023 17:51,yes,CAD,,0,Standard,13/05/2023 23:50,1,Rieker - 46356-14- Marine - 39 / MARINE,46356.14 -0-0-0,true,true,fulfilled,Tadoussac,QC,CA,Tadoussac,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2905,paid,13/05/2023 17:37,fulfilled,19/05/2023 17:13,yes,CAD,,0,Pick up,13/05/2023 17:37,1,Remonte - D6456-00- Noir - 38 / NOIR,D6456.00 -0-0-0,true,true,fulfilled,montreal,QC,CA,,,,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#2904,paid,13/05/2023 12:51,fulfilled,14/05/2023 15:27,yes,CAD,,0,Standard,13/05/2023 12:51,1,Rieker - N59L1-90- Multi - 39 / MULTI,N59L1.90 -0-0-0,true,true,fulfilled,Saint-Raymond,QC,CA,Saint-Raymond,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2903,paid,13/05/2023 12:26,fulfilled,24/05/2023 11:33,yes,CAD,,0,Standard,13/05/2023 12:26,1,Rieker - L7543-00- Noir - 36 / NOIR,L7543.00 -0-0-0,true,true,fulfilled,Alma,QC,CA,Alma,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2902,paid,13/05/2023 11:59,fulfilled,14/05/2023 15:23,yes,CAD,,0,Standard,13/05/2023 11:59,1,Rieker - 44265-00- Noir - 42 / NOIR,44265.00 -0-0-0,true,true,fulfilled,SAINT-HUBERT,QC,CA,SAINT-HUBERT,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2901,paid,13/05/2023 10:52,fulfilled,14/05/2023 15:24,yes,CAD,,0,Standard,13/05/2023 10:52,1,Remonte - D6456-80- Blanc - 38 / BLANC,D6456.80 -0-0-0,true,true,fulfilled,Longueuil,QC,CA,Longueuil,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2900,paid,13/05/2023 10:04,fulfilled,14/05/2023 15:36,no,CAD,,0,Standard,13/05/2023 10:04,1,Rieker - 64870-14- Bleu - 39 / BLEU,64870.14 -0-0-0,true,true,fulfilled,La Prairie,QC,CA,La Prairie,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2899,paid,13/05/2023 09:20,fulfilled,14/05/2023 15:36,yes,CAD,,0,Standard,13/05/2023 09:20,1,Rieker - 659X6-80- Argent - 42 / ARGENT,659X6.80 -0-0-0,true,true,fulfilled,Trois-riviÈres,QC,CA,Trois-riviÈres,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2899,,,,,,,,,,13/05/2023 09:20,1,Remonte - R1402-11- Bleu - 42 / BLEU,R1402.11 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2899,,,,,,,,,,13/05/2023 09:20,1,Remonte - R1402-02- Noir - 42 / NOIR,R1402.02 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2898,paid,12/05/2023 21:10,fulfilled,17/05/2023 17:11,no,CAD,,0,Standard,12/05/2023 21:10,1,Remonte - D6453-01- Noir - 37 / NOIR,D6453.01 -0-0-0,true,true,fulfilled,Magog,QC,CA,Magog,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2897,partially_refunded,12/05/2023 20:40,fulfilled,17/05/2023 17:45,yes,CAD,,0,Standard,12/05/2023 20:40,1,Remonte - D3100-33- Rouge - 39 / ROUGE,D3100.33 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,89.68,RIEKER,Low,web,,Quebec,Quebec
#2897,,,,,,,,,,12/05/2023 20:40,1,Remonte - D3100-33- Rouge - 38 / ROUGE,D3100.33 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2896,paid,12/05/2023 20:20,fulfilled,14/05/2023 15:35,yes,CAD,,0,Standard,12/05/2023 20:20,1,Rieker - 68872-13- Multi - 42 / MULTI,68872.13 -0-0-0,true,true,fulfilled,Nicolet,QC,CA,Nicolet,QC,CA,laisser a la porte,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2896,,,,,,,,,,12/05/2023 20:20,1,Remonte - D7647-16- Bleu - 42 / BLEU,D7647.16 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2895,paid,12/05/2023 19:51,fulfilled,14/05/2023 15:36,yes,CAD,,0,Standard,12/05/2023 19:51,1,Rieker - 53788-80- Multi - 40 / MULTI,53788.80 -0-0-0,true,true,fulfilled,Donnacona,QC,CA,Donnacona,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2895,,,,,,,,,,12/05/2023 19:51,1,Rieker - L1751-00- Noir - 40 / NOIR,L1751.00 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2894,paid,12/05/2023 19:45,fulfilled,14/05/2023 15:27,yes,CAD,,0,Standard,12/05/2023 19:45,1,Remonte - D7477-35- Bordeaux - 39 / BORDEAUX,D7477.35 -0-0-0,true,true,fulfilled,Val-d'Or,QC,CA,Val-d'Or,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2893,paid,12/05/2023 17:17,fulfilled,14/05/2023 15:26,yes,CAD,,0,Standard,12/05/2023 17:17,1,Rieker - 46493-54- Vert - 40 / VERT,46493.54 -0-0-0,true,true,fulfilled,Saguenay,QC,CA,Saguenay,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2892,paid,11/05/2023 18:25,fulfilled,17/05/2023 17:46,yes,CAD,,0,Standard,11/05/2023 18:25,1,Remonte - D3056-60- Beige - 36 / BEIGE,D3056.60 -0-0-0,true,true,fulfilled,Lévis,QC,CA,Lévis,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2891,paid,11/05/2023 14:25,fulfilled,14/05/2023 11:31,yes,CAD,,0,Standard,11/05/2023 14:25,1,Rieker - W0800-00- Noir - 36 / NOIR,W0800.00 -0-0-0,true,true,fulfilled,sagueunay,QC,CA,sagueunay,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2890,paid,11/05/2023 13:02,fulfilled,14/05/2023 11:31,yes,CAD,,0,Standard,11/05/2023 13:01,1,Remonte - R1402-44- Metalic - 40 / METALIC,R1402.44 -0-0-0,true,true,fulfilled,Saint-Agapit,QC,CA,Saint-Agapit,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2889,paid,11/05/2023 11:20,fulfilled,14/05/2023 11:41,no,CAD,,0,Standard,11/05/2023 11:20,1,Rieker - 41390-10- Bleu jeans - 42 / BLEU JEANS,41390.10 -0-0-0,true,true,fulfilled,Farnham,QC,CA,Farnham,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2888,paid,11/05/2023 09:16,fulfilled,14/05/2023 15:26,yes,CAD,,0,Standard,11/05/2023 09:16,1,Rieker - 64870-14- Bleu - 37 / BLEU,64870.14 -0-0-0,true,true,fulfilled,Windsor,QC,CA,Windsor,QC,CA,,,,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2887,paid,10/05/2023 12:20,fulfilled,14/05/2023 11:33,yes,CAD,,0,Standard,10/05/2023 12:20,1,Rieker - 62950-00- Noir - 41 / NOIR,62950.00 -0-0-0,true,true,fulfilled,Saint-Jean-sur-Richelieu,QC,CA,Saint-Jean-sur-Richelieu,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2886,paid,10/05/2023 12:11,fulfilled,14/05/2023 11:40,yes,CAD,,0,Standard,10/05/2023 12:11,1,Remonte - R1432-01- Noir - 38 / NOIR,R1432.01 -0-0-0,true,true,fulfilled,Chambord,QC,CA,Chambord,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2885,paid,10/05/2023 09:07,fulfilled,10/05/2023 14:20,yes,CAD,,0,Standard,10/05/2023 09:07,1,Remonte - R3510-12- Bleu - 41 / BLEU,R3510.12 -0-0-0,true,true,fulfilled,Saint-Jean-sur-Richelieu,QC,CA,Saint-Jean-sur-Richelieu,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2884,paid,09/05/2023 19:55,fulfilled,19/05/2023 10:41,yes,CAD,,0,Standard,09/05/2023 19:55,1,Rieker - 13404-25- Tan - 46 / TAN,13404.25 -0-0-0,true,true,fulfilled,Mont-Joli,QC,CA,Mont-Joli,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2884,,,,,,,,,,09/05/2023 19:55,1,Rieker - 13560-14- Marine - 46 / MARINE,13560.14 -0-0-0,true,true,fulfilled,,,,,,,,,,,,RIEKER,,,,,
#2883,paid,09/05/2023 19:49,unfulfilled,,yes,CAD,,0,Pick up,09/05/2023 19:49,1,Rieker - 40102-40- Gris - 37 / GRIS,40102.40 -0-0-0,true,true,pending,Laval,QC,CA,,,,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,
#2882,paid,09/05/2023 16:36,fulfilled,11/05/2023 11:32,yes,CAD,,0,Standard,09/05/2023 16:36,1,Rieker - V8402-33- Rouge - 38 / ROUGE,V8402.33 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,PayPal Express Checkout,0,RIEKER,Low,web,,Quebec,Quebec
#2881,paid,09/05/2023 11:44,fulfilled,09/05/2023 16:27,yes,CAD,,0,Standard,09/05/2023 11:44,1,Rieker - 17371-25- Brun - 40 / BRUN,17371.25 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2880,refunded,09/05/2023 10:25,fulfilled,11/05/2023 15:48,yes,CAD,,0,Standard,09/05/2023 10:25,1,Rieker - 46336-12- Bleu - 42 / BLEU,46336.12 -0-0-0,true,true,fulfilled,Trois-Pistoles,QC,CA,Trois-Pistoles,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,137.97,RIEKER,Low,web,,Quebec,Quebec
#2879,paid,08/05/2023 23:30,fulfilled,11/05/2023 16:12,yes,CAD,,0,Express,08/05/2023 23:30,1,Rieker - L1751-00- Noir - 41 / NOIR,L1751.00 -0-0-0,true,true,fulfilled,Montréal,QC,CA,Montréal,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,0,RIEKER,Low,web,,Quebec,Quebec
#2878,refunded,08/05/2023 20:00,unfulfilled,,yes,CAD,,0,Standard,08/05/2023 20:00,1,Rieker - L8352-01- Noir - 36 / NOIR,L8352.01 -0-0-0,true,true,pending,Alma,QC,CA,Alma,QC,CA,,"lang: fr
Invoice Language: fr",,Shopify Payments,213.29,RIEKER,Low,web,,Quebec,Quebec
#2878,,,,,,,,,,08/05/2023 20:00,1,Remonte - R1473-01- Noir - 37 / NOIR,R1473.01 -0-0-0,true,true,pending,,,,,,,,,,,,RIEKER,,,,,
